Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
937,39,1,1,19,3,1,3,4,4,4,1,7,1,3,1,2,0,32123
2240,46,1,1,6,3,2,2,3,2,3,1,1,0,5,1,0,4,34627
164,27,0,1,9,3,2,3,4,0,3,1,2,1,2,0,2,1,17566
3919,33,0,1,9,2,2,4,4,0,3,3,2,0,3,1,2,1,21746
584,42,0,1,14,2,2,3,3,2,3,1,2,0,5,0,1,4,33430
663,21,1,1,24,2,1,3,3,0,3,2,2,0,3,1,1,1,17693
3511,48,1,3,21,3,1,4,4,1,3,0,5,1,5,1,1,2,23269
3237,29,1,1,22,2,2,3,4,0,3,1,3,0,4,1,2,1,20885
31,44,1,1,16,2,2,2,3,1,3,0,3,1,3,1,1,2,21465
2148,48,1,1,26,3,2,2,3,0,3,1,5,0,1,1,0,1,17259
2107,32,0,1,6,2,2,3,3,0,3,1,1,0,5,1,0,1,17314
1152,21,1,1,11,3,2,3,3,0,3,2,2,0,1,1,1,1,18117
3320,21,1,3,28,3,2,3,2,0,3,3,3,0,3,0,1,1,21356
3909,37,0,1,30,3,2,3,2,1,3,1,6,0,3,0,1,2,21249
2475,45,1,1,17,2,2,3,4,1,3,0,4,1,3,1,2,2,25143
4707,29,1,1,22,2,2,3,4,0,3,1,3,0,4,0,1,1,20885
2669,60,1,1,10,2,2,4,5,0,3,0,5,0,3,0,2,1,20855
1395,31,0,3,32,3,2,3,3,1,3,1,2,1,3,0,1,2,20617
1382,31,0,1,9,3,2,2,3,0,5,1,2,1,1,0,0,1,18065
3895,39,1,3,17,2,1,4,4,1,3,1,3,0,4,0,3,2,24021
1970,32,1,1,15,2,1,3,3,1,3,1,2,1,5,1,2,2,21322
4133,55,1,3,10,3,1,3,4,1,5,1,4,0,4,1,1,2,24618
1530,32,1,1,6,3,2,2,3,1,3,1,2,1,4,1,1,2,21162
4549,36,1,1,16,2,1,4,5,3,3,1,3,1,4,1,3,3,29363
2501,36,1,1,30,3,1,2,4,0,5,0,5,1,4,1,1,1,22692
982,38,0,1,13,2,2,2,1,0,3,1,2,0,3,0,0,1,17610
3474,32,1,3,15,2,2,3,4,3,3,1,3,0,3,1,1,3,29471
3632,30,1,3,12,3,2,3,5,1,4,1,3,1,5,0,1,2,22865
3373,29,0,1,9,2,2,3,5,0,3,0,3,1,4,1,1,1,22545
593,36,1,1,6,2,1,2,3,1,4,0,1,0,5,0,0,2,20228
4524,28,1,1,12,1,2,3,5,3,3,1,3,1,3,1,2,3,31486
2140,27,1,1,10,2,1,3,3,0,3,2,2,0,1,0,0,1,17318
1471,49,0,1,14,2,2,3,4,1,4,1,2,0,1,0,0,2,20130
4682,41,1,3,33,3,2,4,4,1,5,1,3,0,1,1,3,2,27074
1629,34,0,3,8,3,1,3,3,0,3,1,7,0,5,0,0,1,17231
226,37,0,3,10,3,2,2,3,0,3,1,5,0,4,1,0,1,17177
2289,28,1,1,8,2,2,3,4,0,4,1,1,0,1,0,2,1,18201
4546,43,0,1,9,3,2,3,4,0,3,2,7,1,1,1,2,1,21193
1315,36,1,1,8,2,1,3,3,1,4,1,5,1,4,0,0,2,21962
4406,49,1,1,7,2,1,3,5,4,5,1,2,0,4,0,1,0,34080
1420,41,1,1,6,2,2,3,3,0,3,1,4,0,1,0,0,1,17782
4591,50,1,1,15,2,1,3,4,3,4,1,6,0,4,0,2,3,26081
4181,26,0,1,12,2,2,3,2,1,5,1,3,0,5,1,2,2,22678
4864,32,1,2,29,2,2,3,6,0,3,1,3,0,1,0,2,1,28530
1908,35,1,1,22,2,2,3,3,3,3,1,5,1,1,0,0,3,22632
441,42,0,1,11,2,2,3,3,0,3,0,5,0,3,1,0,1,17093
2123,50,0,1,8,2,2,3,3,4,5,1,2,0,5,1,1,0,32924
3257,40,0,1,9,2,2,3,4,4,3,1,2,0,3,1,1,0,30847
3890,35,1,3,35,3,1,4,5,1,3,1,3,0,5,1,1,2,25390
1647,19,1,1,8,2,2,2,4,0,3,2,2,0,5,1,0,1,16102
1010,55,1,1,6,3,2,2,1,4,3,1,3,0,5,1,0,0,29732
171,19,0,3,6,1,1,3,5,0,5,2,1,0,3,1,1,1,17325
3413,49,1,1,11,2,2,3,4,3,3,3,3,0,5,1,2,3,26576
3151,48,0,1,23,3,2,4,2,1,3,1,3,1,2,0,1,2,23745
4199,38,1,1,7,2,1,3,4,0,3,2,3,0,1,1,1,1,20793
2569,27,1,1,13,2,1,3,5,0,4,0,3,0,3,1,1,1,21046
1555,56,1,1,13,2,2,2,5,3,3,3,5,0,1,0,0,3,22260
1348,40,1,1,6,2,2,3,3,4,5,1,3,0,3,1,2,0,31823
3390,41,1,3,32,3,2,3,5,3,4,3,4,1,5,0,2,3,27772
4332,27,1,1,30,2,1,3,4,0,3,1,3,0,3,0,1,1,21564
4009,55,1,1,9,1,1,3,4,3,3,1,2,0,4,0,1,3,32227
780,28,0,1,30,1,2,3,4,3,5,3,2,0,2,0,0,3,23722
4505,34,1,3,23,3,0,4,4,1,5,3,7,0,3,1,1,2,24002
102,20,0,1,12,2,1,3,4,0,3,2,2,1,2,1,1,1,17926
2629,34,1,1,21,3,1,4,4,0,4,0,3,0,5,0,1,1,21434
3715,22,1,3,14,3,2,3,4,0,4,3,3,0,5,1,2,1,21357
3633,34,1,3,9,3,2,4,4,1,3,1,3,0,3,1,2,2,24183
1815,23,1,1,32,2,2,2,3,0,3,1,2,0,1,0,1,1,17904
3248,49,0,1,7,3,2,3,2,4,3,2,4,0,2,0,1,0,35563
3791,37,0,2,9,2,2,4,5,1,3,3,3,0,3,1,1,2,22564
1289,38,0,2,8,2,2,3,3,0,4,1,6,0,3,1,2,1,17592
2472,45,1,1,14,3,1,3,5,3,3,0,5,0,4,1,1,3,28926
2347,46,1,1,8,1,2,2,3,1,3,1,3,0,1,0,0,2,22379
2014,47,0,3,9,3,1,2,3,4,3,1,1,1,5,1,0,0,28770
351,32,1,1,8,3,1,3,3,0,4,0,2,0,4,0,0,1,17370
4621,48,0,1,23,3,2,4,2,1,3,1,3,1,1,1,1,2,23745
487,20,1,1,6,2,1,2,4,0,4,2,2,0,4,1,0,1,17836
4550,36,0,1,32,2,1,4,4,0,4,1,3,1,3,1,2,1,20700
1969,33,1,3,14,3,2,2,3,1,3,1,1,0,1,0,0,2,22104
978,40,1,1,8,3,1,2,1,1,3,1,6,0,3,1,0,2,21377
2269,42,1,1,8,3,2,2,3,4,5,1,1,0,3,1,0,0,32665
1253,33,0,3,8,3,1,3,3,1,4,2,1,0,1,0,0,2,20147
1791,31,1,3,13,3,2,3,3,1,3,1,5,0,1,0,0,2,22547
212,27,0,3,26,2,0,2,3,1,3,3,2,0,2,1,1,2,24981
973,35,1,1,6,3,1,2,4,1,3,0,1,0,1,1,1,2,20363
4157,41,1,1,31,1,2,4,4,1,3,1,3,0,3,1,2,2,21997
925,42,1,1,13,3,1,3,1,1,4,0,7,1,1,0,0,2,17372
361,40,1,1,16,2,1,2,2,0,3,0,4,1,3,0,1,1,17213
947,52,1,3,11,2,2,3,3,3,4,3,1,1,4,1,1,3,23446
4092,47,1,3,7,3,1,4,4,3,5,1,3,0,1,1,3,3,29131
4564,44,0,1,7,2,1,3,4,1,3,1,6,0,1,1,2,2,24240
3968,27,1,3,30,3,1,3,5,1,3,1,2,1,1,0,1,2,22835
4094,32,1,1,19,3,1,4,4,0,3,1,2,1,4,1,2,1,22607
2612,39,1,3,7,2,0,3,5,1,3,3,6,0,2,1,2,2,27364
1475,32,0,1,8,2,2,3,3,0,3,2,1,0,3,1,1,1,18068
2359,27,1,1,20,2,2,2,3,0,5,1,2,1,4,1,0,1,17235
3966,45,1,3,7,3,1,4,4,1,5,1,7,1,1,1,2,2,24132
2611,31,1,3,12,2,1,3,4,3,3,0,4,0,4,1,2,3,28097
136,51,0,1,14,2,2,2,5,3,3,3,3,0,2,0,1,3,25650
370,21,1,3,18,2,1,2,2,0,4,2,2,0,5,0,1,1,17716
2540,25,1,3,10,2,1,3,4,1,3,0,2,0,4,1,1,2,23677
2943,34,1,3,15,3,2,3,4,1,3,1,2,0,2,1,2,2,25782
587,52,1,1,17,2,1,2,3,1,3,0,1,0,2,1,1,2,18149
2595,36,1,3,7,3,2,4,4,3,4,0,3,0,4,1,3,3,25973
324,30,1,1,34,3,1,3,3,1,3,0,2,0,3,0,2,2,20775
1601,50,0,3,18,3,0,3,3,3,3,3,5,0,5,1,2,3,24208
2596,54,1,3,13,3,2,3,4,1,3,0,4,1,5,0,1,2,20984
2617,31,0,1,16,3,2,4,4,1,5,1,3,0,2,0,2,2,21750
133,41,1,3,15,2,2,3,3,3,3,1,4,1,2,0,1,3,23189
3726,34,1,1,15,2,2,3,2,0,5,1,8,0,3,1,2,1,21821
828,18,0,1,14,3,2,3,3,0,3,2,2,0,5,0,0,1,16904
4069,30,0,1,7,1,2,3,4,1,3,1,3,0,3,0,1,2,22997
1962,48,1,1,6,2,1,2,4,4,5,1,1,0,4,0,0,0,30402
1878,52,1,1,10,2,1,1,3,4,3,1,3,0,5,1,0,0,31555
4686,57,0,1,16,3,1,4,4,0,3,1,4,0,1,1,1,1,21620
152,53,1,3,12,3,2,2,3,1,3,0,3,1,5,0,0,2,17306
1531,38,0,1,35,2,1,2,3,1,3,2,2,0,3,1,0,2,17406
4632,46,0,1,30,2,2,3,4,1,5,1,3,1,1,1,1,2,22311
2192,38,0,1,16,3,2,3,3,0,3,1,1,0,5,0,0,1,17684
3126,33,0,1,7,2,1,4,5,0,4,0,8,0,3,1,1,1,21010
4013,45,0,1,30,3,2,4,4,1,4,1,6,0,3,0,2,2,20720
4310,44,1,1,15,2,1,4,4,1,3,1,6,1,1,1,1,2,23200
0,41,1,3,6,2,1,3,3,1,3,2,1,1,2,1,0,2,20993
4668,34,0,3,15,2,1,3,5,0,3,2,2,0,1,0,2,1,21020
1437,39,0,1,15,2,2,2,3,2,3,2,3,0,4,0,1,4,34431
3977,60,1,3,32,2,0,5,4,3,5,3,2,0,3,1,2,3,26315
2070,32,1,1,10,2,1,3,4,1,3,1,2,0,4,1,1,2,21162
992,39,0,1,31,2,2,3,3,3,3,0,4,0,1,0,0,3,25920
1626,51,1,1,13,3,2,2,4,1,3,1,3,0,3,1,1,2,21132
4460,30,1,3,17,2,2,4,4,0,3,3,3,0,4,1,1,1,21320
2425,55,1,3,15,3,1,2,5,0,4,2,2,0,1,1,1,1,34187
2350,32,0,1,19,2,1,3,4,0,4,1,2,0,5,1,0,1,17743
4847,29,1,1,8,1,2,4,5,0,5,2,8,0,3,1,2,1,20758
2037,34,1,3,8,2,2,2,3,1,3,2,2,0,5,0,1,2,21274
3129,27,0,3,7,3,2,3,5,1,5,3,3,0,3,1,2,2,22972
771,54,1,3,8,2,1,2,4,3,3,0,7,0,5,1,0,3,25686
